Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility_30d,MA_50,MA_200,RSI,PE_Ratio,Debt_to_Equity,ROE,Market_Cap,Beta,Symbol,Price_Change_1d,Price_Change_5d,Price_Change_20d,Volume_MA_20,Volume_Ratio,High_Low_Ratio,Close_to_High,MA_Cross
2021-01-04 00:00:00-05:00,130.10134836082602,130.18904042592823,123.51442981152032,126.0965805053711,143301900,0.0,0.0,,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,,,,,,1.054039116114556,0.968565250138044,0
2021-01-05 00:00:00-05:00,125.5898719394662,128.36690586965622,125.14164333709634,127.65558624267578,97664900,0.0,0.0,0.012363584571893238,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.012363584571893238,,,,,1.0257728957887498,0.994458699287317,0
2021-01-06 00:00:00-05:00,124.44985429829092,127.69459465788168,123.14415983466812,123.35852813720703,155088000,0.0,0.0,-0.03366134011009869,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.03366134011009869,,,,,1.0369520960581722,0.9660434607095797,0
2021-01-07 00:00:00-05:00,125.07348804043062,128.25976755366722,124.58628997465583,127.56793975830078,109578200,0.0,0.0,0.034123393693638926,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.034123393693638926,,,,,1.0294854079028974,0.9946060420304679,0
2021-01-08 00:00:00-05:00,129.0392514479538,129.23414253685505,126.89558328296363,128.6689910888672,105158200,0.0,0.0,0.008631097536360155,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.008631097536360155,,,,,1.018429004330881,0.9956269184219124,0
2021-01-11 00:00:00-05:00,125.88221147258122,126.83711531254554,125.2098759078761,125.67758178710938,100384500,0.0,0.0,-0.023248875089816656,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.023248875089816656,-0.003322839656574761,,,,1.0129960946999634,0.9908580897430622,0
2021-01-12 00:00:00-05:00,125.2098831281038,126.36941672040446,123.6118743194809,125.50220489501953,91951100,0.0,0.0,-0.0013954508799104426,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0013954508799104426,-0.01686868088610416,,,,1.0223080704511975,0.9931374865225211,0
2021-01-13 00:00:00-05:00,125.46322047371517,128.08434802714223,125.20014426532036,127.53868865966797,88636800,0.0,0.0,0.016226677183495797,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.016226677183495797,0.033886271063574114,,,,1.0230367447158029,0.9957398435025127,0
2021-01-14 00:00:00-05:00,127.45099807958694,127.6458743033761,125.46322193987007,125.60939025878906,90221800,0.0,0.0,-0.01512716197064845,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.01512716197064845,-0.015352991537078364,,,,1.0173967504560986,0.984045829481751,0
2021-01-15 00:00:00-05:00,125.48272113383378,126.88585381359638,123.7482973680449,123.88471221923828,111598500,0.0,0.0,-0.013730486518543583,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.013730486518543583,-0.03718284280572759,,,,1.025354340320497,0.976347705404836,0
2021-01-19 00:00:00-05:00,124.50832983471444,125.41452591995923,123.68984069637378,124.55705261230469,90757300,0.0,0.0,0.005427145779509646,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.005427145779509646,-0.008915903368532319,,,,1.0139436287885526,0.9931628868237975,0
2021-01-20 00:00:00-05:00,125.36576603974312,129.09770370348497,125.25858190800798,128.64947509765625,104319500,0.0,0.0,0.03285580703398305,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.03285580703398305,0.02507740963809635,,,,1.0306495709674928,0.996527989321497,0
2021-01-21 00:00:00-05:00,130.37416729095122,136.09386615455463,130.16953762113462,133.3655548095703,120150900,0.0,0.0,0.0366583673064671,,,,,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0366583673064671,0.04568704768049714,,,,1.0455124036060042,0.9799527236452676,0
2021-01-22 00:00:00-05:00,132.7906739013892,136.26927444924834,131.56294040290453,135.50924682617188,114459400,0.0,0.0,0.01607380571139605,,,,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.01607380571139605,0.07881462163765351,,,,1.035772490580789,0.9944226046102599,0
2021-01-25 00:00:00-05:00,139.40683420534555,141.37510329816405,133.04401504155618,139.2606658935547,157611700,0.0,0.0,0.027683860365596002,,,,68.59348440369465,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.027683860365596002,0.12411502112630046,,,,1.0626190381732366,0.9850437781810143,0
2021-01-26 00:00:00-05:00,139.92325867417892,140.60533283780688,137.7503450890547,139.49452209472656,98390600,0.0,0.0,0.0016792695889493725,,,,67.37209494465458,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0016792695889493725,0.11992471858591691,,,,1.0207258119528229,0.9920997964966117,0
2021-01-27 00:00:00-05:00,139.75761679075893,140.605351455325,136.8149514568833,138.42269897460938,140843800,0.0,0.0,-0.007683621578984612,,,,74.41570823188414,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.007683621578984612,0.07596784883525087,,,,1.0277045743764068,0.984476746737416,0
2021-01-28 00:00:00-05:00,135.9477307492471,138.35448999967483,133.19992695994156,133.57994079589844,142621100,0.0,0.0,-0.03498528936788925,,,,59.54810603371042,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.03498528936788925,0.0016075064257352611,,,,1.0386979419386877,0.9654904643587092,0
2021-01-29 00:00:00-05:00,132.35222218300783,133.2389261898638,126.8761209359315,128.58131408691406,177523800,0.0,0.0,-0.03742048902852824,,,,49.876093347899086,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.03742048902852824,-0.051125166005422495,,,,1.0501497461224034,0.9650431579108293,0
2021-02-01 00:00:00-05:00,130.32541537656869,131.91368500960326,127.57761256614795,130.70542907714844,106239800,0.0,0.0,0.01651962421848152,,,,57.28399684858624,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.01651962421848152,-0.06143326086739764,,117325090.0,0.9055164585852864,1.0339877221107825,0.990840556592996,0
2021-02-02 00:00:00-05:00,132.25476545115475,132.81991691760996,131.16344668453948,131.53372192382812,83305400,0.0,0.0,0.006337095960954997,,,,58.57580702164315,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.006337095960954997,-0.0570689088815437,0.043118864894400755,114325265.0,0.7286700800562326,1.0126290538632645,0.9903162490714426,0
2021-02-03 00:00:00-05:00,132.28398241128824,132.2937358859012,130.189037167514,130.51058959960938,89880900,0.0,0.0,-0.007778479231441926,,,,54.35092297653426,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.007778479231441926,-0.057159045688390364,0.022364891666442066,113936065.0,0.7888713727299604,1.0161664819417868,0.9865213097630734,0
2021-02-04 00:00:00-05:00,132.8101805826387,133.8820072844467,131.14395684543172,133.8722686767578,84183100,0.0,0.0,0.02575790276836276,,,,61.61008587564904,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.02575790276836276,0.0021884115168611107,0.08522913412080224,110390820.0,0.7625914908504168,1.0208782051790772,0.9999272597723442,0
2021-02-05 00:00:00-05:00,134.03326822644928,134.10157011842293,132.57924349365368,133.45750427246094,75693800,0.205,0.0,-0.0030982100206156105,,,,63.96468508687715,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0030982100206156105,0.03792300786606395,0.046168061703582675,108696600.0,0.6963768875935402,1.0114823903399488,0.9951971789338989,0
2021-02-08 00:00:00-05:00,132.745127433531,133.6526774070411,131.6619312724292,133.6038818359375,71297200,0.0,0.0,0.0010968102863495588,,,,63.40309172217633,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0010968102863495588,0.022175458045267993,0.038353380292396544,107003550.0,0.6663068655198823,1.015120134691726,0.9996349076423289,0
2021-02-09 00:00:00-05:00,133.3209327133247,134.5505161065676,132.56953718448068,132.7256622314453,76774200,0.0,0.0,-0.00657330904180331,,,,56.67465048515065,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.00657330904180331,0.009061861020761341,0.05608064973970439,105823035.0,0.7254961077236162,1.0149429421280263,0.9864374070949162,0
2021-02-10 00:00:00-05:00,133.18431136880906,133.68200554782806,131.1545368949886,132.12063598632812,73046600,0.0,0.0,-0.004558472227188082,,,,47.64432130340606,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.004558472227188082,0.01233651914115308,0.052735576214336666,104877810.0,0.6964924229443769,1.0192709204933041,0.98832027126537,0
2021-02-11 00:00:00-05:00,132.61827762495054,133.09645045385943,130.53972304081887,131.86688232421875,64280000,0.0,0.0,-0.0019206209553489506,,,,42.576857293901796,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0019206209553489506,-0.014979848869082657,0.03393631932425145,103659970.0,0.6201043662273875,1.0195858191934504,0.9907618262887714,0
2021-02-12 00:00:00-05:00,131.1056705154704,132.2571682745583,130.46160487548192,132.1010284423828,60145100,0.0,0.0,0.001775624888047167,,,,32.96668510798335,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.001775624888047167,-0.0101641030789007,0.051681153536524915,102156135.0,0.5887566126106866,1.013763155840296,0.998819422537073,0
2021-02-16 00:00:00-05:00,132.21818684146174,132.72561913740805,129.58337464875356,129.97372436523438,80576300,0.0,0.0,-0.016103614803243405,,,,29.22132285799347,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.016103614803243405,-0.027171047882881716,0.04915063397992481,100605025.0,0.8009172504057327,1.024248824335466,0.9792662879249808,0
2021-02-17 00:00:00-05:00,128.0805685718384,129.02714615555675,126.34355329024206,127.68046569824219,97918500,0.0,0.0,-0.017644017498090525,0.31735061450752217,,,27.742258986682714,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.017644017498090525,-0.03801221593760351,0.025076164058404737,100963085.0,0.9698445723999024,1.0212404416009246,0.9895628129627002,0
2021-02-18 00:00:00-05:00,126.08008757945029,126.86077223279327,124.33331888275549,126.5777816772461,96856700,0.0,0.0,-0.008636278188412616,0.3164267741666421,,,32.830590641285966,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.008636278188412616,-0.04195297931850406,-0.016103395826819855,100589945.0,0.9628864992420465,1.020328045392411,0.997769282414363,0
2021-02-19 00:00:00-05:00,127.09498501546292,127.55363670145083,125.6897555852295,126.7339096069336,87668800,0.0,0.0,0.001233454462692407,0.29999211710582313,,,44.05936537516995,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.001233454462692407,-0.03892541195191679,-0.04972532234508298,98965840.0,0.8858490970217603,1.0148292206277498,0.9935734713982647,0
2021-02-22 00:00:00-05:00,124.91880108792212,126.58751445183981,122.56700179136556,122.95734405517578,103916400,0.0,0.0,-0.02979917185125014,0.2959750853174597,,,27.478241276884333,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.02979917185125014,-0.06921735958471464,-0.09262764766966336,98438690.0,1.0556459050806142,1.032802570036901,0.9713228400732592,0
2021-02-23 00:00:00-05:00,120.77144442573531,123.65020481957035,115.53111655663116,122.82073211669922,158273000,0.0,0.0,-0.0011110514750161116,0.29454706291821464,,,23.612435205385694,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0011110514750161116,-0.055034140811682786,-0.11805152353229087,98471755.0,1.6072933807262804,1.07027620354521,0.9932917805993003,0
2021-02-24 00:00:00-05:00,121.92294838417055,122.52797184498519,119.2783904200208,122.32304382324219,111039900,0.0,0.0,-0.004052152147930088,0.2873298830917814,,,24.38863968092896,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.004052152147930088,-0.041959604750045676,-0.12309786802827816,99104220.0,1.120435638361313,1.0272436726679617,0.9983275000911443,0
2021-02-25 00:00:00-05:00,121.66922504247013,123.40624037390658,117.62919844492515,118.06832885742188,148199500,0.0,0.0,-0.03478261194978449,0.303809969887093,,,3.179735043175498,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.03478261194978449,-0.0672270655012901,-0.14704503139995173,99472005.0,1.489861393665484,1.0491123122945216,0.9567452059125093,0
2021-02-26 00:00:00-05:00,119.62969515081251,121.83512279314837,118.27326144324365,118.33181762695312,164560400,0.0,0.0,0.0022316634111883005,0.29924503860468327,,,4.783821236633926,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0022316634111883005,-0.06629711026859064,-0.11414979732805441,100568970.0,1.6362939781525057,1.0301155248992095,0.9712455235741572,0
2021-03-01 00:00:00-05:00,120.76169636502549,124.84075840671721,119.82487925027971,124.70413970947266,116307900,0.0,0.0,0.0538512989178328,0.3378828332069201,,,30.612198767897254,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0538512989178328,0.014206517453020373,-0.030153482292307632,97508175.0,1.1928015266412277,1.0418600810434433,0.9989056563017708,0
2021-03-02 00:00:00-05:00,125.30914836930083,125.61166008144252,121.99125035893012,122.09859466552734,102260900,0.0,0.0,-0.020893813549538454,0.34103124534098395,,,28.469619201689653,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.020893813549538454,-0.005879605492708939,-0.06584909649423165,97309230.0,1.0508859231544634,1.0296776179591587,0.9720323303295457,0
2021-03-03 00:00:00-05:00,121.79609628413596,122.67436464921909,118.89781440194187,119.11250305175781,112966300,0.0,0.0,-0.02445639625869178,0.3476334998857486,,,25.96454654949973,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.02445639625869178,-0.026246410088712535,-0.09443372156125485,98792275.0,1.14347300940281,1.0317629913238804,0.9709649069090659,0
